8.210839634048987818e+02 3.993567606387016440e+02 1.000000000000000000e+00
2.829982629520633282e+02 4.784212719457691492e+02 1.000000000000000000e+00
4.113386551504785871e+02 3.290740477401664634e+02 1.000000000000000000e+00
4.918389056589069241e+02 4.978825269884085856e+02 1.000000000000000000e+00
1.660777424057640417e+01 -1.144538741008531701e+01 1.000000000000000000e+00
2.857902151549582754e+02 5.695417925750870154e+02 1.000000000000000000e+00
1.710008368077821501e+02 4.032656072745805886e+01 1.000000000000000000e+00
1.038787232682848298e+02 6.440737434792432623e+02 1.000000000000000000e+00
1.997904672566103272e+02 7.387568057231028433e+02 1.000000000000000000e+00
-1.211438181722158447e+02 1.494359169824104754e+02 1.000000000000000000e+00
-5.044469715073422833e+01 4.712922038815794394e+02 1.000000000000000000e+00
1.820746583886948997e+02 6.371922843366457982e+02 1.000000000000000000e+00
2.635603853952470672e+02 6.539241534768476072e+01 1.000000000000000000e+00
-7.555918030163049082e+01 5.878117357537374801e+02 1.000000000000000000e+00
3.809682689656784760e+02 4.865179007606249115e+02 1.000000000000000000e+00
6.854343894607720244e+01 1.235563372719703921e+02 1.000000000000000000e+00
1.407527154960384905e+02 1.612126805336701523e+02 1.000000000000000000e+00
2.866056978265746693e+02 6.066113343978532839e+02 1.000000000000000000e+00
3.534775909400520959e+02 -5.010810745556786117e+01 1.000000000000000000e+00
5.695315880062167935e+02 2.436436153944224543e+02 1.000000000000000000e+00
3.892258927202290124e+02 -6.808878659080761508e+01 1.000000000000000000e+00
4.319729632317408914e+02 3.865356113593442160e+02 1.000000000000000000e+00
4.133459457131181125e+02 5.450432202383451568e+02 1.000000000000000000e+00
-7.396718590080996591e+01 1.480999526215828439e+02 1.000000000000000000e+00
1.449057605708805170e+02 6.343077623554420370e+02 1.000000000000000000e+00
-6.252336135286835628e+01 2.039838106747201323e+02 1.000000000000000000e+00
1.158524834061437048e+02 -1.536208338707346002e+02 1.000000000000000000e+00
5.319649973076533342e+02 1.454194333574279483e+02 1.000000000000000000e+00
2.592570094742502533e+02 4.422294299564555331e+02 1.000000000000000000e+00
4.627663255421408621e+02 8.827576859057182901e+01 1.000000000000000000e+00
2.899879729642773327e+02 3.723150399231461734e+02 1.000000000000000000e+00
2.783605663761819642e+02 2.111989947027931294e+02 1.000000000000000000e+00
2.834635419784927421e+02 1.177009840425907612e+02 1.000000000000000000e+00
5.697598923766000780e+02 4.449028400072621707e+02 1.000000000000000000e+00
1.116816613674802738e+01 1.713553532709602223e+01 1.000000000000000000e+00
1.782654864808931734e+02 2.905073988427636209e+02 1.000000000000000000e+00
5.981913006832835435e+02 1.012820777788490432e+02 1.000000000000000000e+00
3.419390160708243229e+02 -2.130315111882746919e+02 1.000000000000000000e+00
4.355936032813849579e+02 1.563741995252360653e+02 1.000000000000000000e+00
3.623389876805142649e+02 5.448154420138826026e+02 1.000000000000000000e+00
2.001543749331446520e+02 2.790317747098325185e+02 1.000000000000000000e+00
4.681991585561961529e+02 4.851413706876384140e+02 1.000000000000000000e+00
4.172008831165468337e+02 2.233139324755160260e+02 1.000000000000000000e+00
6.889576081915311079e+01 6.605018316749933547e+02 1.000000000000000000e+00
4.287085041635677953e+02 4.208222603328584910e+02 1.000000000000000000e+00
2.839433601011485280e+02 8.842104623399373509e+01 1.000000000000000000e+00
1.815207806831321591e+02 3.913478608377032515e+02 1.000000000000000000e+00
8.185371767795554661e+02 4.477467790075165794e+02 1.000000000000000000e+00
